Model,Mode,Step,Accuracy,Wall time
Baseline_CNN,train,0,38.06399917602539,1738281610.0115075
Baseline_CNN,train,1,47.88199996948242,1738281622.1191754
Baseline_CNN,train,2,54.03200149536133,1738281634.2665868
Baseline_CNN,train,3,58.80400085449219,1738281646.0344372
Baseline_CNN,train,4,62.26800155639648,1738281658.0747974
Baseline_CNN,train,5,64.947998046875,1738281670.1651251
Baseline_CNN,train,6,67.09200286865234,1738281682.204853
Baseline_CNN,train,7,69.14199829101562,1738281694.420393
Baseline_CNN,train,8,71.10800170898438,1738281706.4553075
Baseline_CNN,train,9,72.447998046875,1738281718.50587
Baseline_CNN,train,10,73.87200164794922,1738281730.1828976
Baseline_CNN,train,11,74.91000366210938,1738281742.20091
Baseline_CNN,train,12,76.26599884033203,1738281754.448424
Baseline_CNN,train,13,77.51000213623047,1738281766.5421958
Baseline_CNN,train,14,78.13200378417969,1738281778.6588244
Baseline_CNN,train,15,78.87200164794922,1738281790.844153
Baseline_CNN,train,16,79.60800170898438,1738281802.775774
Baseline_CNN,train,17,80.0979995727539,1738281814.809575
Baseline_CNN,train,18,80.86399841308594,1738281826.9807303
Baseline_CNN,train,19,81.25199890136719,1738281839.2972217
Baseline_CNN,train,20,81.99400329589844,1738281851.575161
Baseline_CNN,train,21,82.33200073242188,1738281864.2814271
Baseline_CNN,train,22,82.77200317382812,1738281878.6185827
Baseline_CNN,train,23,83.05999755859375,1738281890.987011
Baseline_CNN,train,24,83.38200378417969,1738281905.1200783
Baseline_CNN,train,25,83.69599914550781,1738281917.2664738
Baseline_CNN,train,26,84.24800109863281,1738281929.4455032
Baseline_CNN,train,27,84.73600006103516,1738281941.5618565
Baseline_CNN,train,28,84.80999755859375,1738281953.768577
Baseline_CNN,train,29,85.14600372314453,1738281965.5216527
Baseline_CNN,train,30,85.31800079345703,1738281977.9570348
Baseline_CNN,train,31,85.71800231933594,1738281990.6823978
Baseline_CNN,train,32,85.96199798583984,1738282003.4076118
Baseline_CNN,train,33,86.3280029296875,1738282016.0723543
Baseline_CNN,train,34,86.46199798583984,1738282028.3036408
Baseline_CNN,train,35,86.29199981689453,1738282040.2856407
Baseline_CNN,train,36,86.69000244140625,1738282052.4967694
Baseline_CNN,train,37,87.41799926757812,1738282065.0402048
Baseline_CNN,train,38,87.16600036621094,1738282077.7851038
Baseline_CNN,train,39,87.29399871826172,1738282090.044459
Baseline_CNN,train,40,87.66799926757812,1738282102.1148863
Baseline_CNN,train,41,87.62200164794922,1738282114.6722083
Baseline_CNN,train,42,87.87200164794922,1738282126.9899476
Baseline_CNN,train,43,88.10600280761719,1738282139.220514
Baseline_CNN,train,44,88.4800033569336,1738282151.755989
Baseline_CNN,train,45,88.46399688720703,1738282164.358158
Baseline_CNN,train,46,88.47000122070312,1738282176.8044355
Baseline_CNN,train,47,88.56199645996094,1738282189.3613164
Baseline_CNN,train,48,89.11000061035156,1738282201.3097312
Baseline_CNN,train,49,89.01200103759766,1738282213.9980974
Baseline_CNN,train,50,89.0479965209961,1738282226.928438
Baseline_CNN,train,51,89.39800262451172,1738282239.8887544
Baseline_CNN,train,52,89.46800231933594,1738282252.4643862
Baseline_CNN,train,53,89.5719985961914,1738282264.8201113
Baseline_CNN,train,54,89.85600280761719,1738282276.982273
Baseline_CNN,train,55,89.97200012207031,1738282289.6348338
Baseline_CNN,train,56,90.08000183105467,1738282302.0538723
Baseline_CNN,train,57,90.1060028076172,1738282314.8263009
Baseline_CNN,train,58,90.11000061035156,1738282327.617442
Baseline_CNN,train,59,90.31999969482422,1738282340.4763546
Baseline_CNN,train,60,90.58799743652344,1738282352.5961072
Baseline_CNN,train,61,90.46800231933594,1738282365.0344942
Baseline_CNN,train,62,90.73799896240234,1738282377.866663
Baseline_CNN,train,63,90.98999786376952,1738282390.6215458
Baseline_CNN,train,64,90.93399810791016,1738282403.1791644
Baseline_CNN,train,65,90.90599822998048,1738282415.8037136
Baseline_CNN,train,66,91.26799774169922,1738282428.4412146
Baseline_CNN,train,67,91.0979995727539,1738282440.879839
Baseline_CNN,train,68,91.35800170898438,1738282453.5709112
Baseline_CNN,train,69,91.39199829101562,1738282466.5885568
Baseline_CNN,train,70,91.45999908447266,1738282479.42406
Baseline_CNN,train,71,91.6959991455078,1738282492.357689
Baseline_CNN,train,72,91.61799621582033,1738282505.1257317
Baseline_CNN,train,73,91.6259994506836,1738282517.25716
Baseline_CNN,train,74,91.79199981689452,1738282530.0410178
Baseline_CNN,train,75,91.91999816894533,1738282542.4610696
Baseline_CNN,train,76,92.08200073242188,1738282555.2483225
Baseline_CNN,train,77,92.197998046875,1738282567.8563826
Baseline_CNN,train,78,92.3560028076172,1738282580.4764342
Baseline_CNN,train,79,92.31400299072266,1738282593.0084052
Baseline_CNN,train,80,92.4739990234375,1738282606.1310632
Baseline_CNN,train,81,92.43000030517578,1738282618.838967
Baseline_CNN,train,82,92.5459976196289,1738282631.7083914
Baseline_CNN,train,83,92.7979965209961,1738282643.9835577
Baseline_CNN,train,84,92.71800231933594,1738282656.5707486
Baseline_CNN,train,85,93.02999877929688,1738282668.4916267
Baseline_CNN,train,86,92.8280029296875,1738282681.189983
Baseline_CNN,train,87,93.03800201416016,1738282694.1764238
Baseline_CNN,train,88,93.28199768066406,1738282707.7690516
Baseline_CNN,train,89,93.18599700927734,1738282720.540202
Baseline_CNN,train,90,93.37200164794922,1738282732.883324
Baseline_CNN,train,91,93.39600372314452,1738282744.5933018
Baseline_CNN,train,92,93.51599884033205,1738282757.012689
Baseline_CNN,train,93,93.66999816894533,1738282769.1489224
Baseline_CNN,train,94,93.57599639892578,1738282781.3149562
Baseline_CNN,train,95,93.77400207519533,1738282793.902339
Baseline_CNN,train,96,93.83599853515624,1738282806.387472
Baseline_CNN,train,97,93.88800048828124,1738282818.5383008
Baseline_CNN,train,98,93.96199798583984,1738282830.981942
Baseline_CNN,train,99,94.14600372314452,1738282843.110673
Baseline_CNN,train,100,94.16799926757812,1738282855.3328547
Baseline_CNN,train,101,94.37999725341795,1738282867.4516833
Baseline_CNN,train,102,94.36399841308594,1738282879.642994
Baseline_CNN,train,103,94.48200225830078,1738282891.7613857
Baseline_CNN,train,104,94.56600189208984,1738282903.5077033
Baseline_CNN,train,105,94.69400024414062,1738282915.7270713
Baseline_CNN,train,106,94.6999969482422,1738282927.838482
Baseline_CNN,train,107,94.8239974975586,1738282939.935502
Baseline_CNN,train,108,94.8040008544922,1738282952.1172664
Baseline_CNN,train,109,94.94400024414062,1738282964.2373197
Baseline_CNN,train,110,95.06800079345705,1738282976.3709142
Baseline_CNN,train,111,95.0500030517578,1738282988.22409
Baseline_CNN,train,112,95.15799713134766,1738283000.366541
Baseline_CNN,train,113,95.29199981689452,1738283012.6220164
Baseline_CNN,train,114,95.34600067138672,1738283024.852579
Baseline_CNN,train,115,95.4459991455078,1738283037.0156045
Baseline_CNN,train,116,95.25800323486328,1738283049.206229
Baseline_CNN,train,117,95.66799926757812,1738283060.97223
Baseline_CNN,train,118,95.62000274658205,1738283073.091464
Baseline_CNN,train,119,95.63600158691406,1738283085.1632943
Baseline_CNN,train,120,95.86000061035156,1738283097.348776
Baseline_CNN,train,121,95.84600067138672,1738283109.527776
Baseline_CNN,train,122,96.06400299072266,1738283121.7186582
Baseline_CNN,train,123,96.11399841308594,1738283134.0091712
Baseline_CNN,train,124,96.06800079345705,1738283153.723621
Baseline_CNN,train,125,96.23400115966795,1738283165.8055122
Baseline_CNN,train,126,96.21600341796876,1738283177.860738
Baseline_CNN,train,127,96.18399810791016,1738283190.1911595
Baseline_CNN,train,128,96.39600372314452,1738283202.6461911
Baseline_CNN,train,129,96.45999908447266,1738283214.971562
Baseline_CNN,train,130,96.5459976196289,1738283226.963411
Baseline_CNN,train,131,96.68599700927734,1738283238.889305
Baseline_CNN,train,132,96.73600006103516,1738283250.9379704
Baseline_CNN,train,133,96.6060028076172,1738283263.2902544
Baseline_CNN,train,134,96.76200103759766,1738283275.481449
Baseline_CNN,train,135,96.96399688720705,1738283287.6111076
Baseline_CNN,train,136,96.96199798583984,1738283299.567018
Baseline_CNN,train,137,96.9459991455078,1738283311.201542
Baseline_CNN,train,138,96.9520034790039,1738283323.3082125
Baseline_CNN,train,139,96.94000244140624,1738283335.390293
Baseline_CNN,train,140,97.24600219726562,1738283347.507263
Baseline_CNN,train,141,97.19000244140624,1738283359.869283
Baseline_CNN,train,142,97.1500015258789,1738283372.2642725
Baseline_CNN,train,143,97.4520034790039,1738283384.4711475
Baseline_CNN,train,144,97.43199920654295,1738283396.61604
Baseline_CNN,train,145,97.50399780273438,1738283408.9408782
Baseline_CNN,train,146,97.5019989013672,1738283421.6732275
Baseline_CNN,train,147,97.5719985961914,1738283434.1806314
Baseline_CNN,train,148,97.66000366210938,1738283446.3550634
Baseline_CNN,train,149,97.63600158691406,1738283458.3462496
Baseline_CNN,train,150,97.6719970703125,1738283469.9671648
Baseline_CNN,train,151,97.77799987792967,1738283481.9552538
Baseline_CNN,train,152,97.9219970703125,1738283493.98626
Baseline_CNN,train,153,97.81400299072266,1738283506.128321
Baseline_CNN,train,154,97.91600036621094,1738283518.1282032
Baseline_CNN,train,155,97.92400360107422,1738283530.125751
Baseline_CNN,train,156,98.06600189208984,1738283541.94838
Baseline_CNN,train,157,98.0979995727539,1738283553.729216
Baseline_CNN,train,158,98.01799774169922,1738283565.7340634
Baseline_CNN,train,159,98.25800323486328,1738283577.9795568
Baseline_CNN,train,160,98.16999816894533,1738283590.0247338
Baseline_CNN,train,161,98.2239990234375,1738283601.9540143
Baseline_CNN,train,162,98.29000091552734,1738283613.888981
Baseline_CNN,train,163,98.33399963378906,1738283625.3974988
Baseline_CNN,train,164,98.28600311279295,1738283637.3564785
Baseline_CNN,train,165,98.36399841308594,1738283649.248995
Baseline_CNN,train,166,98.34400177001952,1738283661.152779
Baseline_CNN,train,167,98.50399780273438,1738283673.163561
Baseline_CNN,train,168,98.38400268554688,1738283685.12229
Baseline_CNN,train,169,98.56199645996094,1738283697.0279286
Baseline_CNN,train,170,98.58200073242188,1738283708.490892
Baseline_CNN,train,171,98.5,1738283720.4037342
Baseline_CNN,train,172,98.68800354003906,1738283732.2582371
Baseline_CNN,train,173,98.56600189208984,1738283744.1279469
Baseline_CNN,train,174,98.68800354003906,1738283756.0436049
Baseline_CNN,train,175,98.6439971923828,1738283767.9404202
Baseline_CNN,train,176,98.6500015258789,1738283779.8422334
Baseline_CNN,train,177,98.60199737548828,1738283791.4211614
Baseline_CNN,train,178,98.6999969482422,1738283803.30943
Baseline_CNN,train,179,98.72000122070312,1738283815.203535
Baseline_CNN,train,180,98.7760009765625,1738283827.0823565
Baseline_CNN,train,181,98.74400329589844,1738283838.9222808
Baseline_CNN,train,182,98.77999877929688,1738283850.8376138
Baseline_CNN,train,183,98.6959991455078,1738283862.54375
Baseline_CNN,train,184,98.76000213623048,1738283874.200287
Baseline_CNN,train,185,98.8000030517578,1738283886.077589
Baseline_CNN,train,186,98.75399780273438,1738283897.9906766
Baseline_CNN,train,187,98.83000183105467,1738283909.88704
Baseline_CNN,train,188,98.8759994506836,1738283921.843444
Baseline_CNN,train,189,98.8280029296875,1738283933.760368
Baseline_CNN,train,190,98.79000091552734,1738283945.443242
Baseline_CNN,train,191,98.87799835205078,1738283957.2662065
Baseline_CNN,train,192,98.90599822998048,1738283969.1503322
Baseline_CNN,train,193,98.8759994506836,1738283981.0680735
Baseline_CNN,train,194,98.8939971923828,1738283992.9654534
Baseline_CNN,train,195,98.87999725341795,1738284004.8703158
Baseline_CNN,train,196,98.89600372314452,1738284016.760519
Baseline_CNN,train,197,98.89800262451172,1738284028.2733223
Baseline_CNN,train,198,98.7959976196289,1738284040.1483138
Baseline_CNN,train,199,98.9020004272461,1738284052.0328329
Baseline_ViT,train,0,36.27000045776367,1739094375.121589
Baseline_ViT,train,1,48.3759994506836,1739094465.2959132
Baseline_ViT,train,2,52.060001373291016,1739094555.4012673
Baseline_ViT,train,3,54.34199905395508,1739094645.89738
Baseline_ViT,train,4,54.4739990234375,1739094736.5605912
Baseline_ViT,train,5,54.85200119018555,1739094827.351365
Baseline_ViT,train,6,54.09600067138672,1739094918.192309
Baseline_ViT,train,7,52.91999816894531,1739095009.4369557
Baseline_ViT,train,8,52.20800018310547,1739095100.4553788
Baseline_ViT,train,9,50.27199935913086,1739095191.6306517
Baseline_ViT,train,10,52.34199905395508,1739095283.0621386
Baseline_ViT,train,11,54.28400039672852,1739095374.6249316
Baseline_ViT,train,12,57.12200164794922,1739095466.2892375
Baseline_ViT,train,13,59.7760009765625,1739095558.5261369
Baseline_ViT,train,14,62.1879997253418,1739095650.7185063
Baseline_ViT,train,15,63.7599983215332,1739095743.005919
Baseline_ViT,train,16,65.55400085449219,1739095835.850019
Baseline_ViT,train,17,67.20999908447266,1739095929.551054
Baseline_ViT,train,18,68.86000061035156,1739096024.09648
Baseline_ViT,train,19,69.93199920654297,1739096119.2089448
Baseline_ViT,train,20,70.88400268554688,1739096213.9861443
Baseline_ViT,train,21,71.73799896240234,1739096309.433245
Baseline_ViT,train,22,72.83200073242188,1739096405.44818
Baseline_ViT,train,23,73.65599822998047,1739096501.4719594
Baseline_ViT,train,24,74.19200134277344,1739096597.8646705
Baseline_ViT,train,25,75.0260009765625,1739096694.312477
Baseline_ViT,train,26,75.62799835205078,1739096789.942742
Baseline_ViT,train,27,76.28199768066406,1739096885.5250802
Baseline_ViT,train,28,76.77999877929688,1739096981.4968617
Baseline_ViT,train,29,77.56199645996094,1739097077.58362
Baseline_ViT,train,30,77.77200317382812,1739097173.1972232
Baseline_ViT,train,31,78.39199829101562,1739097268.366653
Baseline_ViT,train,32,78.78800201416016,1739097363.8085868
Baseline_ViT,train,33,79.29000091552734,1739097459.497
Baseline_ViT,train,34,79.84600067138672,1739097555.3937547
Baseline_ViT,train,35,80.18000030517578,1739097652.4869385
Baseline_ViT,train,36,80.43800354003906,1739097750.5659416
Baseline_ViT,train,37,81.02400207519531,1739097848.1245682
Baseline_ViT,train,38,81.12799835205078,1739097943.4935255
Baseline_ViT,train,39,81.7699966430664,1739098039.0795648
Baseline_ViT,train,40,82.1520004272461,1739098135.3016438
Baseline_ViT,train,41,82.4260025024414,1739098231.5316737
Baseline_ViT,train,42,82.56999969482422,1739098327.0587108
Baseline_ViT,train,43,83.197998046875,1739098422.3770568
Baseline_ViT,train,44,83.25,1739098518.923192
Baseline_ViT,train,45,83.63200378417969,1739098614.5959675
Baseline_ViT,train,46,84.05400085449219,1739098710.5828595
Baseline_ViT,train,47,84.09600067138672,1739098805.911091
Baseline_ViT,train,48,84.3740005493164,1739098901.0781407
Baseline_ViT,train,49,84.67400360107422,1739098995.6547456
Baseline_ViT,train,50,84.91999816894531,1739099089.6895678
Baseline_ViT,train,51,85.36199951171875,1739099180.8216836
Baseline_ViT,train,52,85.75199890136719,1739099271.4651022
Baseline_ViT,train,53,85.89600372314453,1739099363.041736
Baseline_ViT,train,54,86.03199768066406,1739099455.4944315
Baseline_ViT,train,55,86.30000305175781,1739099548.8222456
Baseline_ViT,train,56,86.65399932861328,1739099642.8439622
Baseline_ViT,train,57,86.8759994506836,1739099734.010908
Baseline_ViT,train,58,87.05799865722656,1739099825.18037
Baseline_ViT,train,59,87.24199676513672,1739099917.323763
Baseline_ViT,train,60,87.44999694824219,1739100009.3733385
Baseline_ViT,train,61,87.79000091552734,1739100101.2176616
Baseline_ViT,train,62,87.86799621582031,1739100193.244726
Baseline_ViT,train,63,88.21399688720703,1739100284.844365
Baseline_ViT,train,64,88.2699966430664,1739100376.4032578
Baseline_ViT,train,65,88.45999908447266,1739100467.5336075
Baseline_ViT,train,66,88.58200073242188,1739100558.3416584
Baseline_ViT,train,67,88.9800033569336,1739100649.497267
Baseline_ViT,train,68,89.08599853515625,1739100740.7620106
Baseline_ViT,train,69,89.2959976196289,1739100833.0573297
Baseline_ViT,train,70,89.68599700927734,1739100927.5897944
Baseline_ViT,train,71,89.8479995727539,1739101022.173337
Baseline_ViT,train,72,89.72200012207031,1739101115.8541446
Baseline_ViT,train,73,90.20999908447266,1739101210.6920378
Baseline_ViT,train,74,90.4499969482422,1739101306.2910228
Baseline_ViT,train,75,90.62200164794922,1739101401.6790235
Baseline_ViT,train,76,90.6780014038086,1739101499.956972
Baseline_ViT,train,77,90.947998046875,1739101596.553561
Baseline_ViT,train,78,90.89199829101562,1739101695.8427684
Baseline_ViT,train,79,91.12200164794922,1739101788.8648818
Baseline_ViT,train,80,91.4260025024414,1739101882.861665
Baseline_ViT,train,81,91.5979995727539,1739101976.603578
Baseline_ViT,train,82,91.64800262451172,1739102071.3903005
Baseline_ViT,train,83,91.79399871826172,1739102164.9697473
Baseline_ViT,train,84,92.0019989013672,1739102256.2911525
Baseline_ViT,train,85,92.01599884033205,1739102347.6631107
Baseline_ViT,train,86,92.30999755859376,1739102439.7475104
Baseline_ViT,train,87,92.56400299072266,1739102532.1341245
Baseline_ViT,train,88,92.56199645996094,1739102623.974126
Baseline_ViT,train,89,92.84400177001952,1739102715.8149624
Baseline_ViT,train,90,92.99600219726562,1739102807.5618677
Baseline_ViT,train,91,93.02999877929688,1739102898.7343793
Baseline_ViT,train,92,93.2020034790039,1739102989.5081024
Baseline_ViT,train,93,93.27799987792967,1739103080.51958
Baseline_ViT,train,94,93.36799621582033,1739103171.6047742
Baseline_ViT,train,95,93.81600189208984,1739103262.6681468
Baseline_ViT,train,96,93.86799621582033,1739103353.522831
Baseline_ViT,train,97,93.9260025024414,1739103443.9117858
Baseline_ViT,train,98,94.052001953125,1739103535.3538303
Baseline_ViT,train,99,94.16999816894533,1739103627.5793738
Baseline_ViT,train,100,94.31800079345705,1739103719.9723864
Baseline_ViT,train,101,94.58999633789062,1739103811.9195688
Baseline_ViT,train,102,94.73600006103516,1739103904.3415642
Baseline_ViT,train,103,94.81999969482422,1739103996.8476422
Baseline_ViT,train,104,94.84200286865234,1739104088.0364926
Baseline_ViT,train,105,95.0719985961914,1739104179.143752
Baseline_ViT,train,106,95.06400299072266,1739104270.0795703
Baseline_ViT,train,107,95.13400268554688,1739104360.8567774
Baseline_ViT,train,108,95.36000061035156,1739104451.551719
Baseline_ViT,train,109,95.52799987792967,1739104542.219157
Baseline_ViT,train,110,95.53800201416016,1739104638.0143056
Baseline_ViT,train,111,95.68399810791016,1739104736.8534677
Baseline_ViT,train,112,95.76200103759766,1739104829.7828088
Baseline_ViT,train,113,95.84200286865234,1739104922.9917612
Baseline_ViT,train,114,95.9219970703125,1739105022.127311
Baseline_ViT,train,115,96.15399932861328,1739105117.0494573
Baseline_ViT,train,116,96.11399841308594,1739105210.5248804
Baseline_ViT,train,117,96.24199676513672,1739105301.453881
Baseline_ViT,train,118,96.14800262451172,1739105391.7864013
Baseline_ViT,train,119,96.6520004272461,1739105482.1209023
Baseline_ViT,train,120,96.63200378417967,1739105572.561607
Baseline_ViT,train,121,96.70800018310548,1739105663.3005428
Baseline_ViT,train,122,96.7519989013672,1739105754.3980317
Baseline_ViT,train,123,96.947998046875,1739105846.2899177
Baseline_ViT,train,124,96.96600341796876,1739105938.6491609
Baseline_ViT,train,125,96.9280014038086,1739106037.8666134
Baseline_ViT,train,126,97.18599700927734,1739106129.7871747
Baseline_ViT,train,127,97.37999725341795,1739106221.498913
Baseline_ViT,train,128,97.34200286865234,1739106312.870077
Baseline_ViT,train,129,97.30799865722656,1739106403.8652396
Baseline_ViT,train,130,97.48400115966795,1739106506.1710308
Baseline_ViT,train,131,97.55799865722656,1739106596.956095
Baseline_ViT,train,132,97.7519989013672,1739106687.6222692
Baseline_ViT,train,133,97.64600372314452,1739106778.308942
Baseline_ViT,train,134,97.7040023803711,1739106869.2723403
Baseline_ViT,train,135,97.78800201416016,1739106960.858227
Baseline_ViT,train,136,97.94400024414062,1739107053.391395
Baseline_ViT,train,137,98.08000183105467,1739107147.507723
Baseline_ViT,train,138,98.08200073242188,1739107241.0679317
Baseline_ViT,train,139,98.03600311279295,1739107344.8321564
Baseline_ViT,train,140,98.1439971923828,1739107440.061481
Baseline_ViT,train,141,98.27799987792967,1739107533.360263
Baseline_ViT,train,142,98.27200317382812,1739107624.710286
Baseline_ViT,train,143,98.4739990234375,1739107715.5395644
Baseline_ViT,train,144,98.51799774169922,1739107806.4523883
Baseline_ViT,train,145,98.48600006103516,1739107897.2109702
Baseline_ViT,train,146,98.56600189208984,1739107988.909407
Baseline_ViT,train,147,98.63200378417967,1739108081.1349332
Baseline_ViT,train,148,98.6500015258789,1739108173.243194
Baseline_ViT,train,149,98.76799774169922,1739108265.126321
Baseline_ViT,train,150,98.87999725341795,1739108356.9230728
Baseline_ViT,train,151,98.8219985961914,1739108448.945967
Baseline_ViT,train,152,98.84400177001952,1739108540.6380982
Baseline_ViT,train,153,99.04399871826172,1739108631.775925
Baseline_ViT,train,154,98.86199951171876,1739108722.422181
Baseline_ViT,train,155,98.88600158691406,1739108813.8051488
Baseline_ViT,train,156,99.04199981689452,1739108906.123669
Baseline_ViT,train,157,99.11000061035156,1739108998.8181074
Baseline_ViT,train,158,99.10399627685548,1739109091.9157724
Baseline_ViT,train,159,99.11000061035156,1739109182.715337
Baseline_ViT,train,160,99.3000030517578,1739109273.4151385
Baseline_ViT,train,161,99.26200103759766,1739109364.0986423
